FEN,Evaluation
6b1/8/5P2/1pB5/6K1/4k1P1/8/8 b - - 2 95,"{'type': 'cp', 'value': 47}"
6b1/8/5P2/1pB5/4k1K1/6P1/8/8 w - - 3 96,"{'type': 'cp', 'value': 18}"
6b1/8/5P2/1p6/1B2k1K1/6P1/8/8 b - - 4 96,"{'type': 'cp', 'value': 26}"
8/8/5P2/1p6/1B2k1K1/6P1/b7/8 w - - 5 97,"{'type': 'cp', 'value': 16}"
8/8/5P2/1p4K1/1B2k3/6P1/b7/8 b - - 6 97,"{'type': 'cp', 'value': 3}"
8/8/5P2/1p4K1/1B6/5kP1/b7/8 w - - 7 98,"{'type': 'cp', 'value': 38}"
8/8/5P2/1p6/1B5K/5kP1/b7/8 b - - 8 98,"{'type': 'cp', 'value': 29}"
8/8/5P2/1p6/1Bb4K/5kP1/8/8 w - - 9 99,"{'type': 'cp', 'value': 32}"
8/4B3/5P2/1p6/2b4K/5kP1/8/8 b - - 10 99,"{'type': 'cp', 'value': 19}"
8/4B3/5P2/1p6/7K/5kP1/b7/8 w - - 11 100,"{'type': 'cp', 'value': 92}"
8/8/5P2/1pB5/7K/5kP1/b7/8 b - - 12 100,"{'type': 'cp', 'value': 27}"
8/8/4bP2/1pB5/7K/5kP1/8/8 w - - 13 101,"{'type': 'cp', 'value': 26}"
8/8/4bP2/1p6/7K/B4kP1/8/8 b - - 14 101,"{'type': 'cp', 'value': 23}"
8/5b2/5P2/1p6/7K/B4kP1/8/8 w - - 15 102,"{'type': 'cp', 'value': 24}"
8/5b2/5P2/1p6/1B5K/5kP1/8/8 b - - 16 102,"{'type': 'cp', 'value': 16}"
6b1/8/5P2/1p6/1B5K/5kP1/8/8 w - - 17 103,"{'type': 'cp', 'value': 36}"
6b1/8/5P2/1p6/7K/5kP1/8/4B3 b - - 18 103,"{'type': 'cp', 'value': 18}"
6b1/8/5P2/1p6/7K/6P1/4k3/4B3 w - - 19 104,"{'type': 'cp', 'value': 27}"
6b1/8/5P2/1p6/7K/2B3P1/4k3/8 b - - 20 104,"{'type': 'cp', 'value': 21}"
8/8/4bP2/1p6/7K/2B3P1/4k3/8 w - - 21 105,"{'type': 'cp', 'value': 22}"
8/8/4bP2/Bp6/7K/6P1/4k3/8 b - - 22 105,"{'type': 'cp', 'value': 21}"
8/8/4bP2/Bp6/7K/6P1/5k2/8 w - - 23 106,"{'type': 'cp', 'value': 12}"
8/8/4bP2/Bp6/6PK/8/5k2/8 b - - 0 106,"{'type': 'cp', 'value': 17}"
8/8/4bP2/Bp6/6PK/4k3/8/8 w - - 1 107,"{'type': 'cp', 'value': 21}"
8/8/4bP2/Bp5K/6P1/4k3/8/8 b - - 2 107,"{'type': 'cp', 'value': 51}"
8/5b2/5P2/Bp5K/6P1/4k3/8/8 w - - 3 108,"{'type': 'cp', 'value': 0}"
8/5b2/5P1K/Bp6/6P1/4k3/8/8 b - - 4 108,"{'type': 'cp', 'value': 23}"
8/5b2/5P1K/Bp6/5kP1/8/8/8 w - - 5 109,"{'type': 'cp', 'value': 1}"
8/5b2/5P1K/Bp4P1/5k2/8/8/8 b - - 0 109,"{'type': 'cp', 'value': 81}"
8/5b2/5P1K/Bp3kP1/8/8/8/8 w - - 1 110,"{'type': 'cp', 'value': 6}"
8/5bK1/5P2/Bp3kP1/8/8/8/8 b - - 2 110,"{'type': 'cp', 'value': 44}"
8/6K1/5Pb1/Bp3kP1/8/8/8/8 w - - 3 111,"{'type': 'cp', 'value': 0}"
8/5PK1/6b1/Bp3kP1/8/8/8/8 b - - 0 111,"{'type': 'cp', 'value': 31}"
8/5bK1/8/Bp3kP1/8/8/8/8 w - - 0 112,"{'type': 'cp', 'value': 14}"
8/5bK1/8/1p3kP1/1B6/8/8/8 b - - 1 112,"{'type': 'cp', 'value': -3}"
8/5bK1/8/1p4k1/1B6/8/8/8 w - - 0 113,"{'type': 'cp', 'value': -7}"
8/5K2/8/1p4k1/1B6/8/8/8 b - - 0 113,"{'type': 'cp', 'value': -41}"
8/5K2/8/1p3k2/1B6/8/8/8 w - - 1 114,"{'type': 'cp', 'value': -15}"
8/5K2/3B4/1p3k2/8/8/8/8 b - - 2 114,"{'type': 'cp', 'value': -25}"
8/5K2/3B4/1p6/6k1/8/8/8 w - - 3 115,"{'type': 'cp', 'value': 2}"
8/8/3B1K2/1p6/6k1/8/8/8 b - - 4 115,"{'type': 'cp', 'value': -31}"
8/8/3B1K2/1p6/8/7k/8/8 w - - 5 116,"{'type': 'cp', 'value': -2}"
8/8/3B4/1p4K1/8/7k/8/8 b - - 6 116,"{'type': 'cp', 'value': -2}"
8/8/3B4/6K1/1p6/7k/8/8 w - - 0 117,"{'type': 'cp', 'value': 0}"
8/8/3B4/8/1p3K2/7k/8/8 b - - 1 117,"{'type': 'cp', 'value': 0}"
8/8/3B4/8/1p3K2/8/6k1/8 w - - 2 118,"{'type': 'cp', 'value': 19}"
8/8/3B4/8/1p6/4K3/6k1/8 b - - 3 118,"{'type': 'cp', 'value': 0}"
8/8/3B4/8/1p6/4K3/8/5k2 w - - 4 119,"{'type': 'cp', 'value': 39}"
8/8/8/4B3/1p6/4K3/8/5k2 b - - 5 119,"{'type': 'cp', 'value': 0}"
8/8/8/4B3/1p6/4K3/8/4k3 w - - 6 120,"{'type': 'cp', 'value': 0}"
8/8/3B4/8/1p6/4K3/8/4k3 b - - 7 120,"{'type': 'cp', 'value': 0}"
8/8/3B4/8/1p6/4K3/8/3k4 w - - 8 121,"{'type': 'cp', 'value': 46}"
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,"{'type': 'cp', 'value': 29}"
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,"{'type': 'cp', 'value': 21}"
rnbqkb1r/pppppppp/5n2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 2 2,"{'type': 'cp', 'value': 21}"
rnbqkb1r/pppppppp/5n2/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,"{'type': 'cp', 'value': 6}"
rnbqkb1r/pppp1ppp/4pn2/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,"{'type': 'cp', 'value': 11}"
rnbqkb1r/pppp1ppp/4pn2/8/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 3,"{'type': 'cp', 'value': 20}"
rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 0 4,"{'type': 'cp', 'value': 21}"
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 4,"{'type': 'cp', 'value': 18}"
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 1 5,"{'type': 'cp', 'value': 15}"
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/1P2PN2/P4PPP/RNBQKB1R b KQkq - 0 5,"{'type': 'cp', 'value': 8}"
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/1P2PN2/P4PPP/RNBQKB1R w KQ - 1 6,"{'type': 'cp', 'value': 8}"
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/1P2PN2/P3BPPP/RNBQK2R b KQ - 2 6,"{'type': 'cp', 'value': 4}"
rnbq1rk1/ppp1bppp/4pn2/8/2pP4/1P2PN2/P3BPPP/RNBQK2R w KQ - 0 7,"{'type': 'cp', 'value': 1}"
rnbq1rk1/ppp1bppp/4pn2/8/2PP4/4PN2/P3BPPP/RNBQK2R b KQ - 0 7,"{'type': 'cp', 'value': -4}"
rnbq1rk1/p1p1bppp/1p2pn2/8/2PP4/4PN2/P3BPPP/RNBQK2R w KQ - 0 8,"{'type': 'cp', 'value': 12}"
rnbq1rk1/p1p1bppp/1p2pn2/8/2PP4/4PN2/P3BPPP/RNBQ1RK1 b - - 1 8,"{'type': 'cp', 'value': -9}"
rnbq1rk1/p3bppp/1p2pn2/2p5/2PP4/4PN2/P3BPPP/RNBQ1RK1 w - - 0 9,"{'type': 'cp', 'value': 5}"
rnbq1rk1/p3bppp/1p2pn2/2p5/2PP4/2N1PN2/P3BPPP/R1BQ1RK1 b - - 1 9,"{'type': 'cp', 'value': -2}"
rn1q1rk1/p3bppp/bp2pn2/2p5/2PP4/2N1PN2/P3BPPP/R1BQ1RK1 w - - 2 10,"{'type': 'cp', 'value': 23}"
rn1q1rk1/p3bppp/bp2pn2/2p5/2PP4/2N1PN2/PB2BPPP/R2Q1RK1 b - - 3 10,"{'type': 'cp', 'value': 11}"
rn1q1rk1/p3bppp/bp2pn2/8/2Pp4/2N1PN2/PB2BPPP/R2Q1RK1 w - - 0 11,"{'type': 'cp', 'value': 15}"
rn1q1rk1/p3bppp/bp2pn2/8/2PQ4/2N1PN2/PB2BPPP/R4RK1 b - - 0 11,"{'type': 'cp', 'value': -1}"
rn1q1rk1/pb2bppp/1p2pn2/8/2PQ4/2N1PN2/PB2BPPP/R4RK1 w - - 1 12,"{'type': 'cp', 'value': 13}"
rn1q1rk1/pb2bppp/1p2pn2/8/2P2Q2/2N1PN2/PB2BPPP/R4RK1 b - - 2 12,"{'type': 'cp', 'value': -21}"
r2q1rk1/pb2bppp/1pn1pn2/8/2P2Q2/2N1PN2/PB2BPPP/R4RK1 w - - 3 13,"{'type': 'cp', 'value': 14}"
r2q1rk1/pb2bppp/1pn1pn2/8/2P1PQ2/2N2N2/PB2BPPP/R4RK1 b - - 0 13,"{'type': 'cp', 'value': -20}"
rq3rk1/pb2bppp/1pn1pn2/8/2P1PQ2/2N2N2/PB2BPPP/R4RK1 w - - 1 14,"{'type': 'cp', 'value': -5}"
rq3rk1/pb2bppp/1pn1pn2/4P3/2P2Q2/2N2N2/PB2BPPP/R4RK1 b - - 0 14,"{'type': 'cp', 'value': -28}"
rq3rk1/pb2bppp/1pn1p3/4P2n/2P2Q2/2N2N2/PB2BPPP/R4RK1 w - - 1 15,"{'type': 'cp', 'value': 78}"
rq3rk1/pb2bppp/1pn1p3/4P2n/2P1Q3/2N2N2/PB2BPPP/R4RK1 b - - 2 15,"{'type': 'cp', 'value': 55}"
rq3rk1/pb2b1pp/1pn1p3/4Pp1n/2P1Q3/2N2N2/PB2BPPP/R4RK1 w - f6 0 16,"{'type': 'cp', 'value': 72}"
rq3rk1/pb2b1pp/1pn1p3/4Pp1n/2P5/2N1QN2/PB2BPPP/R4RK1 b - - 1 16,"{'type': 'cp', 'value': 46}"
r3qrk1/pb2b1pp/1pn1p3/4Pp1n/2P5/2N1QN2/PB2BPPP/R4RK1 w - - 2 17,"{'type': 'cp', 'value': 81}"
r3qrk1/pb2b1pp/1pn1p3/1N2Pp1n/2P5/4QN2/PB2BPPP/R4RK1 b - - 3 17,"{'type': 'cp', 'value': 50}"
r4rk1/pb2b1pp/1pn1p1q1/1N2Pp1n/2P5/4QN2/PB2BPPP/R4RK1 w - - 4 18,"{'type': 'cp', 'value': 155}"
r4rk1/pb2b1pp/1pnNp1q1/4Pp1n/2P5/4QN2/PB2BPPP/R4RK1 b - - 5 18,"{'type': 'cp', 'value': 144}"
r4rk1/pb4pp/1pnbp1q1/4Pp1n/2P5/4QN2/PB2BPPP/R4RK1 w - - 0 19,"{'type': 'cp', 'value': 146}"
r4rk1/pb4pp/1pnbp1q1/4Pp1n/2P4N/4Q3/PB2BPPP/R4RK1 b - - 1 19,"{'type': 'cp', 'value': 66}"
r4rk1/pb3qpp/1pnbp3/4Pp1n/2P4N/4Q3/PB2BPPP/R4RK1 w - - 2 20,"{'type': 'cp', 'value': 124}"
r4rk1/pb3qpp/1pnPp3/5p1n/2P4N/4Q3/PB2BPPP/R4RK1 b - - 0 20,"{'type': 'cp', 'value': 139}"
r4rk1/pb3qpp/1pnPpn2/5p2/2P4N/4Q3/PB2BPPP/R4RK1 w - - 1 21,"{'type': 'cp', 'value': 130}"
r4rk1/pb3qpp/1pnPpn2/5p2/2P4N/4Q3/PB2BPPP/2R2RK1 b - - 2 21,"{'type': 'cp', 'value': 118}"
r4rk1/pb1n1qpp/1pnPp3/5p2/2P4N/4Q3/PB2BPPP/2R2RK1 w - - 3 22,"{'type': 'cp', 'value': 152}"
r4rk1/pb1n1qpp/1pnPp3/5p2/2P2P1N/4Q3/PB2B1PP/2R2RK1 b - - 0 22,"{'type': 'cp', 'value': 143}"
2r2rk1/pb1n1qpp/1pnPp3/5p2/2P2P1N/4Q3/PB2B1PP/2R2RK1 w - - 1 23,"{'type': 'cp', 'value': 140}"
2r2rk1/pb1n1qpp/1pnPp3/5p2/2P2P2/4QN2/PB2B1PP/2R2RK1 b - - 2 23,"{'type': 'cp', 'value': 125}"
2r2rk1/pb1n2pp/1pnPp1q1/5p2/2P2P2/4QN2/PB2B1PP/2R2RK1 w - - 3 24,"{'type': 'cp', 'value': 176}"
2r2rk1/pb1n2pp/1pnPp1q1/5p2/2P2P2/4QN2/PB2B1PP/2RR2K1 b - - 4 24,"{'type': 'cp', 'value': 150}"
2r2rk1/pb1n2p1/1pnPp1qp/5p2/2P2P2/4QN2/PB2B1PP/2RR2K1 w - - 0 25,"{'type': 'cp', 'value': 179}"
2r2rk1/pb1n2p1/1pnPp1qp/5p2/2P2P1N/4Q3/PB2B1PP/2RR2K1 b - - 1 25,"{'type': 'cp', 'value': 178}"
2r2rk1/pb1n1qp1/1pnPp2p/5p2/2P2P1N/4Q3/PB2B1PP/2RR2K1 w - - 2 26,"{'type': 'cp', 'value': 189}"
2r2rk1/pb1n1qp1/1pnPp2p/5p2/2P2P1N/6Q1/PB2B1PP/2RR2K1 b - - 3 26,"{'type': 'cp', 'value': 174}"
2r2rk1/pb3qp1/1pnPpn1p/5p2/2P2P1N/6Q1/PB2B1PP/2RR2K1 w - - 4 27,"{'type': 'cp', 'value': 182}"
2r2rk1/pb3qp1/1pnPpB1p/5p2/2P2P1N/6Q1/P3B1PP/2RR2K1 b - - 0 27,"{'type': 'cp', 'value': 212}"
2r2rk1/pb4p1/1pnPpq1p/5p2/2P2P1N/6Q1/P3B1PP/2RR2K1 w - - 0 28,"{'type': 'cp', 'value': 209}"
2r2rk1/pb4p1/1pnPpq1p/5p1B/2P2P1N/6Q1/P5PP/2RR2K1 b - - 1 28,"{'type': 'cp', 'value': 185}"
2r2r2/pb4pk/1pnPpq1p/5p1B/2P2P1N/6Q1/P5PP/2RR2K1 w - - 2 29,"{'type': 'cp', 'value': 253}"
2r2r2/pb1P2pk/1pn1pq1p/5p1B/2P2P1N/6Q1/P5PP/2RR2K1 b - - 0 29,"{'type': 'cp', 'value': 242}"
5r2/pbrP2pk/1pn1pq1p/5p1B/2P2P1N/6Q1/P5PP/2RR2K1 w - - 1 30,"{'type': 'cp', 'value': 303}"
5r2/pbrP2pk/1pn1pqBp/5p2/2P2P1N/6Q1/P5PP/2RR2K1 b - - 2 30,"{'type': 'cp', 'value': 283}"
5r1k/pbrP2p1/1pn1pqBp/5p2/2P2P1N/6Q1/P5PP/2RR2K1 w - - 3 31,"{'type': 'cp', 'value': 321}"
5r1k/pbrP2p1/1pn1pqBp/5p2/2P2P2/5NQ1/P5PP/2RR2K1 b - - 4 31,"{'type': 'cp', 'value': 155}"
3q1r1k/pbrP2p1/1pn1p1Bp/5p2/2P2P2/5NQ1/P5PP/2RR2K1 w - - 5 32,"{'type': 'cp', 'value': 170}"
3qBr1k/pbrP2p1/1pn1p2p/5p2/2P2P2/5NQ1/P5PP/2RR2K1 b - - 6 32,"{'type': 'cp', 'value': 185}"
3qr2k/pbrP2p1/1pn1p2p/5p2/2P2P2/5NQ1/P5PP/2RR2K1 w - - 0 33,"{'type': 'cp', 'value': 166}"
3qR2k/pbr3p1/1pn1p2p/5p2/2P2P2/5NQ1/P5PP/2RR2K1 b - - 0 33,"{'type': 'cp', 'value': 182}"
4q2k/pbr3p1/1pn1p2p/5p2/2P2P2/5NQ1/P5PP/2RR2K1 w - - 0 34,"{'type': 'cp', 'value': 155}"
4q2k/pbr3p1/1pn1p2p/5p2/2P2P2/5N2/P5PP/2RRQ1K1 b - - 1 34,"{'type': 'cp', 'value': 164}"
4q3/pbr3pk/1pn1p2p/5p2/2P2P2/5N2/P5PP/2RRQ1K1 w - - 2 35,"{'type': 'cp', 'value': 169}"
4q3/pbr3pk/1pnRp2p/5p2/2P2P2/5N2/P5PP/2R1Q1K1 b - - 3 35,"{'type': 'cp', 'value': 163}"
4q3/pbr1n1pk/1p1Rp2p/5p2/2P2P2/5N2/P5PP/2R1Q1K1 w - - 4 36,"{'type': 'cp', 'value': 141}"
4q3/pbr1n1pk/1p1Rp2p/5p2/2P2P2/5N2/P5PP/2RQ2K1 b - - 5 36,"{'type': 'cp', 'value': 58}"
4q3/pbr3pk/1p1Rp1np/5p2/2P2P2/5N2/P5PP/2RQ2K1 w - - 6 37,"{'type': 'cp', 'value': 73}"
3Rq3/pbr3pk/1p2p1np/5p2/2P2P2/5N2/P5PP/2RQ2K1 b - - 7 37,"{'type': 'cp', 'value': 70}"
3Rq3/p1r3pk/1p2p1np/5p2/2P2P2/5b2/P5PP/2RQ2K1 w - - 0 38,"{'type': 'cp', 'value': 55}"
4R3/p1r3pk/1p2p1np/5p2/2P2P2/5b2/P5PP/2RQ2K1 b - - 0 38,"{'type': 'cp', 'value': 41}"
4R3/p1r3pk/1p2p1np/5p2/2P2P2/8/P5PP/2Rb2K1 w - - 0 39,"{'type': 'cp', 'value': 33}"
4R3/p1r3pk/1p2p1np/5p2/2P2P2/8/P5PP/3R2K1 b - - 0 39,"{'type': 'cp', 'value': 64}"
4R3/p1r3pk/1p2p2p/5p2/2P2n2/8/P5PP/3R2K1 w - - 0 40,"{'type': 'cp', 'value': 53}"
4R3/p1r3pk/1p2p2p/5p2/2P2n2/6P1/P6P/3R2K1 b - - 0 40,"{'type': 'cp', 'value': 58}"
4R3/p1r3pk/1p2p2p/5p2/2P5/6P1/P3n2P/3R2K1 w - - 1 41,"{'type': 'cp', 'value': 64}"
4R3/p1r3pk/1p2p2p/5p2/2P5/6P1/P3n1KP/3R4 b - - 2 41,"{'type': 'cp', 'value': 66}"
4R3/p1r3pk/1p2p2p/5p2/2P5/2n3P1/P5KP/3R4 w - - 3 42,"{'type': 'cp', 'value': 68}"
4R3/p1r3pk/1p2p2p/5p2/2PR4/2n3P1/P5KP/8 b - - 4 42,"{'type': 'cp', 'value': 68}"
4R3/p5pk/1pr1p2p/5p2/2PR4/2n3P1/P5KP/8 w - - 5 43,"{'type': 'cp', 'value': 93}"
8/p3R1pk/1pr1p2p/5p2/2PR4/2n3P1/P5KP/8 b - - 6 43,"{'type': 'cp', 'value': 83}"
8/p3R1p1/1pr1p1kp/5p2/2PR4/2n3P1/P5KP/8 w - - 7 44,"{'type': 'cp', 'value': 75}"
8/R5p1/1pr1p1kp/5p2/2PR4/2n3P1/P5KP/8 b - - 0 44,"{'type': 'cp', 'value': 24}"
8/R5p1/1pr1pk1p/5p2/2PR4/2n3P1/P5KP/8 w - - 1 45,"{'type': 'cp', 'value': 6}"
8/R5p1/1pr1pk1p/5p2/2PR2P1/2n5/P5KP/8 b - - 0 45,"{'type': 'cp', 'value': 0}"
8/R7/1pr1pkpp/5p2/2PR2P1/2n5/P5KP/8 w - - 0 46,"{'type': 'cp', 'value': 0}"
8/7R/1pr1pkpp/5p2/2PR2P1/2n5/P5KP/8 b - - 1 46,"{'type': 'cp', 'value': -7}"
8/7R/1pr1pkpp/8/2PR2p1/2n5/P5KP/8 w - - 0 47,"{'type': 'cp', 'value': 5}"
8/8/1pr1pkpR/8/2PR2p1/2n5/P5KP/8 b - - 0 47,"{'type': 'cp', 'value': 0}"
8/8/1pr1p1pR/5k2/2PR2p1/2n5/P5KP/8 w - - 1 48,"{'type': 'cp', 'value': 7}"
7R/8/1pr1p1p1/5k2/2PR2p1/2n5/P5KP/8 b - - 2 48,"{'type': 'cp', 'value': 8}"
7R/8/1pr3p1/4pk2/2PR2p1/2n5/P5KP/8 w - - 0 49,"{'type': 'cp', 'value': 25}"
7R/8/1pr3p1/4pk2/2P3p1/2n5/P2R2KP/8 b - - 1 49,"{'type': 'cp', 'value': 0}"
7R/8/1p4p1/4pk2/2r3p1/2n5/P2R2KP/8 w - - 0 50,"{'type': 'cp', 'value': 2}"
5R2/8/1p4p1/4pk2/2r3p1/2n5/P2R2KP/8 b - - 1 50,"{'type': 'cp', 'value': 0}"
5R2/8/1p4p1/4p3/2r1k1p1/2n5/P2R2KP/8 w - - 2 51,"{'type': 'cp', 'value': 5}"
5R2/8/1p4p1/4p3/2r1k1p1/2n5/PR4KP/8 b - - 3 51,"{'type': 'cp', 'value': 0}"
5R2/8/1p4p1/4p3/2r1k1p1/8/PR4KP/3n4 w - - 4 52,"{'type': 'cp', 'value': 26}"
5R2/8/1p4p1/4p3/2r1k1p1/8/P3R1KP/3n4 b - - 5 52,"{'type': 'cp', 'value': 0}"
5R2/8/1p4p1/4p3/2r3p1/3k4/P3R1KP/3n4 w - - 6 53,"{'type': 'cp', 'value': 4}"
5R2/8/1p4p1/4R3/2r3p1/3k4/P5KP/3n4 b - - 0 53,"{'type': 'cp', 'value': 4}"
5R2/8/1p4p1/4R3/2r3p1/3kn3/P5KP/8 w - - 1 54,"{'type': 'cp', 'value': 6}"
5R2/8/1p4p1/4R3/2r3p1/3kn1K1/P6P/8 b - - 2 54,"{'type': 'cp', 'value': 4}"
5R2/8/1p4p1/4Rn2/2r3p1/3k2K1/P6P/8 w - - 3 55,"{'type': 'cp', 'value': 0}"
5R2/8/1p4p1/4Rn2/2r3p1/3k4/P5KP/8 b - - 4 55,"{'type': 'cp', 'value': 0}"
5R2/8/1p4p1/4R3/2r3p1/3kn3/P5KP/8 w - - 5 56,"{'type': 'cp', 'value': 11}"
5R2/8/1p4p1/4R3/2r3p1/3kn1K1/P6P/8 b - - 6 56,"{'type': 'cp', 'value': 1}"
5R2/8/1p4p1/4Rn2/2r3p1/3k2K1/P6P/8 w - - 7 57,"{'type': 'cp', 'value': 1}"
5R2/8/1p4p1/4Rn2/2r3p1/3k4/P5KP/8 b - - 8 57,"{'type': 'cp', 'value': 0}"
5R2/8/1p4p1/4Rn2/6p1/3k4/P1r3KP/8 w - - 9 58,"{'type': 'cp', 'value': 0}"
5R2/8/1p4p1/4Rn2/6p1/3k4/P1r4P/7K b - - 10 58,"{'type': 'cp', 'value': -3}"
5R2/8/1p4p1/4Rn2/6p1/3k4/r6P/7K w - - 0 59,"{'type': 'cp', 'value': 0}"
4R3/8/1p4p1/4Rn2/6p1/3k4/r6P/7K b - - 1 59,"{'type': 'cp', 'value': 0}"
4R3/8/1p4p1/4Rn2/8/3k2p1/r6P/7K w - - 0 60,"{'type': 'cp', 'value': 0}"
3R4/8/1p4p1/4Rn2/8/3k2p1/r6P/7K b - - 1 60,"{'type': 'cp', 'value': -2}"
3R4/8/1p4p1/4Rn2/2k5/6p1/r6P/7K w - - 2 61,"{'type': 'cp', 'value': 4}"
3R4/8/1p4p1/4Rn2/2k5/6P1/r7/7K b - - 0 61,"{'type': 'cp', 'value': 0}"
3R4/8/1p4p1/4R3/2k5/6n1/r7/7K w - - 0 62,"{'type': 'cp', 'value': 0}"
3R4/8/1p4p1/4R3/2k5/6n1/r7/6K1 b - - 1 62,"{'type': 'cp', 'value': -4}"
3R4/8/1p4p1/4Rn2/2k5/8/r7/6K1 w - - 2 63,"{'type': 'cp', 'value': 3}"
8/8/1p4p1/4Rn2/2k5/8/r7/3R2K1 b - - 3 63,"{'type': 'cp', 'value': 7}"
8/8/6p1/1p2Rn2/2k5/8/r7/3R2K1 w - - 0 64,"{'type': 'cp', 'value': 0}"
8/8/4R1p1/1p3n2/2k5/8/r7/3R2K1 b - - 1 64,"{'type': 'cp', 'value': -2}"
8/8/4R1p1/1p3n2/2k5/r7/8/3R2K1 w - - 2 65,"{'type': 'cp', 'value': 2}"
8/8/6R1/1p3n2/2k5/r7/8/3R2K1 b - - 0 65,"{'type': 'cp', 'value': -9}"
8/8/6R1/1p6/2kn4/r7/8/3R2K1 w - - 1 66,"{'type': 'cp', 'value': -12}"
8/8/6R1/1p6/2kn4/r7/5K2/3R4 b - - 2 66,"{'type': 'cp', 'value': -9}"
8/8/6R1/1p6/2kn4/2r5/5K2/3R4 w - - 3 67,"{'type': 'cp', 'value': 1}"
6R1/8/8/1p6/2kn4/2r5/5K2/3R4 b - - 4 67,"{'type': 'cp', 'value': -1}"
6R1/8/8/1pk5/3n4/2r5/5K2/3R4 w - - 5 68,"{'type': 'cp', 'value': 0}"
8/8/8/1pk5/3n2R1/2r5/5K2/3R4 b - - 6 68,"{'type': 'cp', 'value': -4}"
8/8/2n5/1pk5/6R1/2r5/5K2/3R4 w - - 7 69,"{'type': 'cp', 'value': 0}"
8/8/2n5/1pk3R1/8/2r5/5K2/3R4 b - - 8 69,"{'type': 'cp', 'value': 0}"
8/8/1kn5/1p4R1/8/2r5/5K2/3R4 w - - 9 70,"{'type': 'cp', 'value': 0}"
8/8/1kn5/1p4R1/8/2r5/8/3RK3 b - - 10 70,"{'type': 'cp', 'value': -16}"
8/8/1kn5/6R1/1p6/2r5/8/3RK3 w - - 0 71,"{'type': 'cp', 'value': -2}"
8/8/1kn5/6R1/1p6/2r5/8/R3K3 b - - 1 71,"{'type': 'cp', 'value': -12}"
8/8/1kn5/6R1/1p6/7r/8/R3K3 w - - 2 72,"{'type': 'cp', 'value': 1}"
8/8/1kn5/6R1/1p6/7r/8/3RK3 b - - 3 72,"{'type': 'cp', 'value': 0}"
8/8/1kn5/6R1/1p6/8/8/3RK2r w - - 4 73,"{'type': 'cp', 'value': 6}"
8/8/1kn5/6R1/1p6/8/3K4/3R3r b - - 5 73,"{'type': 'cp', 'value': 10}"
8/8/1kn5/6R1/1p6/7r/3K4/3R4 w - - 6 74,"{'type': 'cp', 'value': 6}"
8/8/1kn5/6R1/1p6/7r/2K5/3R4 b - - 7 74,"{'type': 'cp', 'value': 0}"
8/8/1kn5/6R1/1p6/8/2K4r/3R4 w - - 8 75,"{'type': 'cp', 'value': 0}"
8/8/1kn5/6R1/1p6/8/7r/2KR4 b - - 9 75,"{'type': 'cp', 'value': 0}"
8/8/1kn4r/6R1/1p6/8/8/2KR4 w - - 10 76,"{'type': 'cp', 'value': 12}"
8/8/1kn4r/6R1/1p6/8/8/2K3R1 b - - 11 76,"{'type': 'cp', 'value': 0}"
8/8/k1n4r/6R1/1p6/8/8/2K3R1 w - - 12 77,"{'type': 'cp', 'value': 3}"
8/8/k1n3Rr/8/1p6/8/8/2K3R1 b - - 13 77,"{'type': 'cp', 'value': 12}"
8/8/k1n3r1/8/1p6/8/8/2K3R1 w - - 0 78,"{'type': 'cp', 'value': 0}"
8/8/k1n3R1/8/1p6/8/8/2K5 b - - 0 78,"{'type': 'cp', 'value': 2}"
8/8/1kn3R1/8/1p6/8/8/2K5 w - - 1 79,"{'type': 'cp', 'value': 18}"
8/8/1kn3R1/8/1p6/8/2K5/8 b - - 2 79,"{'type': 'cp', 'value': 15}"
8/8/2n3R1/1k6/1p6/8/2K5/8 w - - 3 80,"{'type': 'cp', 'value': 4}"
8/8/2nR4/1k6/1p6/8/2K5/8 b - - 4 80,"{'type': 'cp', 'value': 0}"
8/8/2nR4/2k5/1p6/8/2K5/8 w - - 5 81,"{'type': 'cp', 'value': 23}"
8/8/2n5/2k5/1p6/8/2K5/3R4 b - - 6 81,"{'type': 'cp', 'value': 13}"
8/8/2n5/8/1pk5/8/2K5/3R4 w - - 7 82,"{'type': 'cp', 'value': 10}"
8/8/2n5/8/1pk5/8/3K4/3R4 b - - 8 82,"{'type': 'cp', 'value': 6}"
